id;title;imdbID;rtAllCriticsRating;rtAllCriticsNumReviews;rtAllCriticsNumFresh;rtAllCriticsNumRotten;rtAllCriticsScore;rtTopCriticsRating;rtTopCriticsNumReviews;rtTopCriticsNumFresh;rtTopCriticsNumRotten;rtTopCriticsScore;rtAudienceRating;rtAudienceNumRatings;rtAudienceScore
5449;Mr. Deeds;280590;4;153;33;120;21;3.6;30;5;25;16;3.3;69840;68
5450;Lovely & Amazing;258273;7.3;119;102;17;85;7.3;28;25;3;89;3.4;1223;62
5451;Pumpkin;265591;4.9;71;27;44;38;5.3;23;10;13;43;3.2;2927;56
5452;Look Who's Talking Now;107438;2.5;23;0;23;0;3.2;6;0;6;0;2.5;9093;41
5453;Lost in Yonkers;107443;5.8;16;11;5;68;0;3;1;2;33;3.4;491;70
5454;Mo' Money;104897;4;22;3;19;13;0;4;1;3;25;2.9;1450;51
5455;The Object of Beauty;102573;6.1;12;9;3;75;0;2;2;0;100;2.9;442;29
5456;Wagons East;111653;1.8;10;0;10;0;0;2;0;2;0;2.5;1055;33
5457;Zebrahead;105885;6.1;14;10;4;71;0;4;3;1;75;3.3;221;62
5458;Like Mike;308506;5.5;96;54;42;56;5.7;28;13;15;46;2.8;7917;55
5459;Men in Black II;120912;5.2;187;72;115;38;5.5;34;14;20;41;3.1;54446;57
5460;The Powerpuff Girls;289408;6.1;99;63;36;63;6.2;24;17;7;70;3.1;2190;53
5461;Me Without You;263725;6.2;65;43;22;66;6.3;22;16;6;72;3.8;1522;78
5462;The Crocodile Hunter: Collision Course;305396;5.2;81;42;39;51;5.7;20;12;8;60;2.8;4549;51
5463;Reign of Fire;253556;5.2;149;59;90;39;4.7;31;13;18;41;3;15531;55
5464;Road to Perdition;257044;7.5;205;169;36;82;7.1;37;29;8;78;3.5;23335;81
5465;Riri Shushu no subete;297721;6.7;37;25;12;67;7.3;11;8;3;72;4.1;2372;88
5466;Ma femme est une actrice;269499;6.2;72;47;25;65;6.7;23;17;6;73;3.4;747;66
5467;Never Say Never Again;86006;5.9;34;22;12;64;6.2;5;3;2;60;3.1;7414;48
5468;20 Million Miles to Earth;50084;6.4;8;7;1;87;0;0;0;0;0;0;0;0
5469;Grand Theft Auto;76100;4.8;11;3;8;27;0;0;0;0;0;0;0;0
5470;The Importance of Being Earnest;278500;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
5471;A Perfect Getaway;971209;5.8;124;76;48;61;5.9;29;18;11;62;3.2;102622;50
5472;1776;68156;6.8;14;8;6;57;0;1;0;1;0;3.8;2415;80
5473;Faustrecht der Freiheit;72976;7.8;15;13;2;86;0;3;2;1;66;0;0;0
5474;The Legend of Boggy Creek;68837;0;0;0;0;0;0;0;0;0;0;0;0;0
5475;Dragon Ball Z;214341;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
5476;Halloween: Resurrection;220506;3.4;57;6;51;10;3.4;16;2;14;12;2.8;14228;46
5477;Lucía y el sexo;254455;6.5;69;49;20;71;5.8;20;12;8;60;3.9;6145;85
5478;Eight Legged Freaks;271367;5.5;140;66;74;47;5;25;9;16;36;2.5;10925;36
5479;K-19: The Widowmaker;267626;6.1;165;100;65;60;6.3;33;21;12;63;3;6024;50
5480;Stuart Little 2;243585;6.9;114;95;19;83;6.9;29;26;3;89;2.7;10893;44
5481;Austin Powers in Goldmember;295178;5.8;179;97;82;54;5.8;37;22;15;59;3;145625;47
5482;The Country Bears;276033;4.3;77;21;56;27;4.2;21;4;17;19;2.7;2600;39
5483;The Kid Stays in the Picture;303353;0;0;0;0;0;0;0;0;0;0;0;0;0
5484;Xingfu shiguang;303243;6.4;60;43;17;71;6.7;20;16;4;80;3.7;927;76
5485;Tadpole;271219;6.7;104;81;23;77;6.7;31;24;7;77;3.2;888;56
5486;Who Is Cletis Tout?;246500;4.3;55;13;42;23;4.4;20;6;14;30;3.1;596;48
5487;Harry and Walter Go to New York;74608;5.9;7;4;3;57;0;1;0;1;0;3.3;105;44
5488;Händler der vier Jahreszeiten;67227;7.9;12;11;1;91;0;2;1;1;50;0;0;0
5489;Nosferatu: Phantom der Nacht;79641;7.6;34;32;2;94;0;4;4;0;100;3.7;5091;81
5490;The Big Bus;74205;5.9;5;3;2;60;0;0;0;0;0;0;0;0
5491;The Eddy Duchin Story;49170;0;2;0;2;0;0;0;0;0;0;0;0;0
5492;Fathom;61653;5;5;2;3;40;0;0;0;0;0;0;0;0
5493;In Like Flint;61810;6.2;15;11;4;73;0;1;0;1;0;3.3;618;53
5494;La terra trema: Episodio del mare;40866;8.5;6;6;0;100;0;0;0;0;0;0;0;0
5495;Modesty Blaise;60708;0;4;1;3;25;0;0;0;0;0;0;0;0
5496;Ossessione;35160;8.2;9;9;0;100;0;2;2;0;100;3.9;583;83
5497;Our Man Flint;59557;6.6;18;15;3;83;0;0;0;0;0;0;0;0
5498;Akahige;58888;7.8;11;9;2;81;0;2;2;0;100;4.3;2413;94
5499;The Adventures of Robin Hood;29843;8.9;43;43;0;100;8.6;7;7;0;100;3.7;6404;84
5500;Top Secret!;88286;6.4;25;19;6;76;0;1;1;0;100;3.4;8375;77
5501;The Master of Disguise;295427;2.2;97;2;95;2;2.2;26;0;26;0;2.3;6303;39
5502;Signs;286106;6.8;223;164;59;73;5.9;39;22;17;56;3.2;63081;65
5503;L'ultimo bacio;265930;6.4;78;57;21;73;6.4;25;17;8;68;3.8;2248;77
5504;Spy Kids 2: Island of Lost Dreams;287717;6.6;127;95;32;74;6.7;30;23;7;76;2.6;12329;43
5505;The Good Girl;279113;0;0;0;0;0;0;0;0;0;0;0;0;0
5506;Blood Work;309377;5.6;147;79;68;53;6.3;34;24;10;70;3;4504;42
5507;xXx;295701;5.6;174;83;91;47;5;32;11;21;34;3.2;47523;69
5508;24 Hour Party People;274309;0;0;0;0;0;0;0;0;0;0;0;0;0
5509;Biggie and Tupac;303356;6.7;47;38;9;80;5.9;15;10;5;66;3.8;1434;79
5510;The Château;283288;5.3;52;26;26;50;5;15;6;9;40;2.7;261;28
5511;Die Büchse der Pandora;18737;8.5;23;21;2;91;8.1;8;6;2;75;4.1;1316;88
5512;Raye makhfi;290823;7;57;47;10;82;6.8;16;13;3;81;3.4;349;62
5513;Martin Lawrence Live: Runteldat;327036;5;56;21;35;37;5.6;22;11;11;50;3.8;23;71
5514;Lan yu;292066;6.2;34;22;12;64;6.1;13;8;5;61;3.9;584;83
5515;Sånger från andra våningen;120263;7.4;33;29;4;87;8;11;11;0;100;4.2;2079;90
5516;Sur mes lèvres;274117;7.8;95;92;3;96;8.1;26;25;1;96;3.8;1495;81
5517;Merci pour le chocolat;232083;7.2;50;42;8;84;7.8;15;15;0;100;3.5;668;64
5518;Beau-père;82054;6.6;5;4;1;80;0;1;1;0;100;3.5;254;73
5519;Change of Habit;65537;4;10;1;9;10;0;0;0;0;0;0;0;0
5520;Une affaire de goût;217119;0;0;0;0;0;0;0;0;0;0;0;0;0
5521;Lean on Me;97722;5.8;14;9;5;64;0;1;0;1;0;3.7;5235;86
5522;Rollerball;73631;6;25;17;8;68;0;4;1;3;25;3.2;2655;61
5523;The Adventures of Pluto Nash;180052;2.7;72;4;68;5;2.2;13;0;13;0;2;3816;20
5524;Blue Crush;300532;5;78;27;51;34;5;24;8;16;33;3.2;804;58
5525;Bella Martha;246772;7.2;82;75;7;91;7;25;22;3;88;4;2477;88
5526;Seom;255589;6.2;32;24;8;75;7;8;7;1;87;3.7;1897;73
5527;Possession;368563;0;2;0;2;0;0;1;0;1;0;2.9;4231;34
5528;One Hour Photo;265459;0;0;0;0;0;0;0;0;0;0;0;0;0
5529;Serving Sara;261289;3;105;5;100;4;3.1;24;2;22;8;2.4;2909;31
5530;S1m0ne;258153;5.8;154;78;76;50;5;34;12;22;35;2.8;2552;33
5531;Undisputed;281322;5.5;103;50;53;48;6.1;29;19;10;65;3.2;2298;56
5532;Amy's Orgasm;280424;4.4;30;8;22;26;5.4;8;4;4;50;2.8;555;33
5533;Children on Their Birthdays;283991;0;3;0;3;0;0;1;0;1;0;3.3;281;57
5534;Hush;118744;3.4;37;4;33;10;3.2;8;0;8;0;2.9;1448;43
5535;Comment j'ai tué mon père;268219;0;0;0;0;0;0;0;0;0;0;0;0;0
5537;Satin rouge;300453;6.9;47;39;8;82;7.1;19;17;2;89;3.5;291;64
5538;The Care Bears Movie;88885;0;0;0;0;0;0;0;0;0;0;0;0;0
5539;Care Bears Movie II: A New Generation;90799;0;0;0;0;0;0;0;0;0;0;0;0;0
5540;Clash of the Titans;82186;5.8;37;24;13;64;0;2;1;1;50;3.4;10585;70
5541;Hot Shots!;102059;6.5;22;18;4;81;0;1;1;0;100;3;14175;63
5542;Nightmare City 2035;910868;0;0;0;0;0;0;0;0;0;0;0;0;0
5543;Shark Swarm;1078927;0;1;0;1;0;0;0;0;0;0;0;0;0
5544;Time After Time;80025;7.2;28;24;4;85;0;4;3;1;75;3.5;1546;68
5545;The Unearthly;51134;0;2;1;1;50;0;0;0;0;0;0;0;0
5546;976-Evil II;101256;0;0;0;0;0;0;0;0;0;0;0;0;0
5547;Camilla;109368;5.2;5;2;3;40;0;2;0;2;0;3;598;31
5548;Down and Out in Beverly Hills;90966;6.8;24;20;4;83;0;4;3;1;75;2.9;2039;49
5549;Flaming Star;53825;7.3;10;9;1;90;0;0;0;0;0;0;0;0
5550;Love Me Tender;49452;5.4;8;3;5;37;0;0;0;0;0;0;0;0
5551;The Return of the Vampire;37219;5.3;5;3;2;60;0;0;0;0;0;0;0;0
5552;The Revenge of Frankenstein;50894;6.2;7;6;1;85;0;0;0;0;0;0;0;0
5553;Stakeout;94025;6.5;18;15;3;83;0;1;1;0;100;2.9;2040;50
5554;Wild in the Country;55623;5.8;8;4;4;50;0;0;0;0;0;0;0;0
5555;Wolfen;83336;5.8;22;16;6;72;0;1;1;0;100;3;988;45
5556;FeardotCom;295254;2.6;87;3;84;3;3;15;0;15;0;2.3;7455;28
5557;Slap Her... She's French;187512;4.7;25;9;16;36;0;2;0;2;0;2.9;1785;45
5558;Love and a Bullet;235553;0;2;0;2;0;0;0;0;0;0;0;0;0
5559;Juana la Loca;270480;5.3;49;23;26;46;5.6;14;6;8;42;3.6;465;67
5560;À nous la liberté;22599;8.3;16;16;0;100;0;2;2;0;100;3.7;914;76
5561;True Colors;103125;5;14;7;7;50;0;4;0;4;0;3;876;47
5562;Blade;120611;5.7;83;46;37;55;4.6;24;7;17;29;3.6;87683;78
5563;City by the Sea;269095;5.8;140;67;73;47;5.8;33;17;16;51;2.9;3070;41
5564;Swimfan;283026;3.9;89;13;76;14;4.3;16;4;12;25;2.5;5068;38
5567;Incubus;462359;0;3;0;3;0;0;0;0;0;0;0;0;0
5568;Johnny Dangerously;87507;5;15;7;8;46;0;1;0;1;0;3.2;1967;60
5569;The Last House on the Left;844708;4.9;143;60;83;41;4.5;29;12;17;41;2.7;137767;55
5570;Tesis;117883;6.8;7;5;2;71;0;0;0;0;0;0;0;0
5572;Barbershop 2: Back in Business;337579;6.3;123;84;39;68;6.4;34;23;11;67;3.1;7601;58
5573;Stealing Harvard;265808;3.2;102;8;94;7;3.2;25;1;24;4;2.7;2451;42
5574;The Transporter;293662;5.6;122;65;57;53;5.1;28;13;15;46;3.5;52782;78
5575;Betty Fisher et autres histoires;269329;7.2;51;47;4;92;7.3;19;18;1;94;3.4;366;57
5576;Les enfants du siècle;177746;5.2;42;18;24;42;5.4;12;5;7;41;3.6;422;71
5577;Igby Goes Down;280760;6.9;126;96;30;76;6.9;32;24;8;75;3.4;8640;77
5580;Aspen Extreme;106315;3.8;9;2;7;22;0;1;0;1;0;2.9;1218;51
5581;Betsy's Wedding;99128;5.3;7;3;4;42;0;2;1;1;50;2.8;904;41
5582;Captain Ron;103924;4.2;13;3;10;23;0;2;0;2;0;2.7;4124;44
5583;The Devil Bat;32390;5.6;9;5;4;55;0;0;0;0;0;0;0;0
5584;Ernest Goes to Jail;99512;3.8;8;1;7;12;0;0;0;0;0;0;0;0
5585;Ernest Scared Stupid;101821;3.2;5;1;4;20;0;0;0;0;0;0;0;0
5586;The Gypsy Moths;64397;0;0;0;0;0;0;0;0;0;0;0;0;0
5587;The Hills Have Eyes II;800069;3.2;64;7;57;10;3.6;16;2;14;12;2.9;63799;50
5588;The Hills Have Eyes;454841;5.3;133;65;68;48;5;30;12;18;40;3.1;75042;64
5589;Indian Summer;116631;6.7;6;5;1;83;0;2;2;0;100;3.2;492;45
5590;The Mack;70350;0;3;2;1;66;0;0;0;0;0;0;0;0
5591;Monkey Trouble;110557;5.6;11;6;5;54;0;2;2;0;100;2.5;2170;39
5592;Monster in the Closet;91544;0;1;0;1;0;0;0;0;0;0;0;0;0
5593;No Way to Treat a Lady;63356;7.8;9;8;1;88;0;0;0;0;0;0;0;0
5595;Shock Waves;76704;0;2;2;0;100;0;0;0;0;0;0;0;0
5596;Spaced Invaders;100666;3.3;11;1;10;9;0;2;0;2;0;2.7;834;43
5597;Suburban Commando;103003;3.7;10;2;8;20;0;1;0;1;0;2.3;2563;31
5598;Surf Ninjas;108258;3.3;12;1;11;8;0;4;1;3;25;3.1;2874;64
5599;Tabu: A Story of the South Seas;22458;8.2;8;8;0;100;0;2;2;0;100;3.8;448;76
5600;The Wanderers;80117;6.8;17;15;2;88;0;0;0;0;0;0;0;0
5601;The Yearling;39111;8.4;11;11;0;100;0;0;0;0;0;0;0;0
5602;The Ladykillers;335245;6.1;185;101;84;54;5.8;39;18;21;46;2.8;12107;40
5603;The Lavender Hill Mob;44829;8.2;18;18;0;100;0;0;0;0;0;0;0;0
5604;The Man in the White Suit;44876;8.4;8;8;0;100;0;0;0;0;0;0;0;0
5605;Ratcatcher;171685;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
5606;Society;98354;5.2;7;3;4;42;0;0;0;0;0;0;0;0
5607;El hijo de la novia;292542;7.3;57;49;8;85;6.8;18;13;5;72;4.2;1942;91
5608;Das Experiment;250258;6.6;64;46;18;71;5.9;19;10;9;52;3.9;5538;88
5609;Ballistic: Ecks vs. Sever;308208;2.6;108;0;108;0;2.4;28;0;28;0;2.2;3969;25
5610;The Banger Sisters;280460;5.3;140;66;74;47;5.1;34;14;20;41;2.7;4139;45
5611;The Four Feathers;240510;5.4;149;61;88;40;5.6;32;13;19;40;3.2;6862;65
5612;Trapped;280380;4.1;56;10;46;17;4;12;2;10;16;3.1;4086;56
5613;8 femmes;283832;6.9;111;87;24;78;6.8;30;24;6;80;3.6;5397;74
5614;Le fate ignoranti;274497;6.5;34;25;9;73;6.9;13;11;2;84;4.1;1356;89
5615;Invincible;445990;6.4;132;94;38;71;6.2;32;19;13;59;3.6;34698;75
5616;The Mesmerist;272730;0;2;0;2;0;0;0;0;0;0;0;0;0
5617;Secretary;274812;6.7;140;104;36;74;6.5;30;22;8;73;3.7;16511;84
5618;Sen to Chihiro no kamikakushi;245429;8.5;154;150;4;97;8.7;31;31;0;100;4.1;72315;95
5619;The Trials of Henry Kissinger;326306;7.2;57;54;3;94;7.8;17;17;0;100;3.6;328;74
5620;Sweet Home Alabama;256415;5.2;154;57;97;37;5.1;33;13;20;39;3.3;82825;77
5621;The Tuxedo;290095;4.4;136;30;106;22;4.1;28;3;25;10;2.6;12285;43
5622;Charlie and the Chocolate Factory;367594;0;0;0;0;0;0;0;0;0;0;0;0;0
5623;Crazy as Hell;285487;5.3;14;7;7;50;4.6;5;2;3;40;3.2;275;55
5624;Ae Fond Kiss...;380366;7.4;24;21;3;87;0;4;4;0;100;3.7;1269;73
5625;Moonlight Mile;179098;6.4;145;90;55;62;6.2;33;18;15;54;3.4;3000;64
5626;Shanghai Ghetto;318068;6.8;44;36;8;81;6.7;21;18;3;85;3.6;181;67
5627;Skins;284494;5.9;58;34;24;58;5.6;19;10;9;52;4.1;578;86
5628;Wasabi;281364;5.1;42;18;24;42;5.5;13;7;6;53;3.5;3717;69
5629;Jonah: A VeggieTales Movie;298388;5.8;54;35;19;64;6.1;18;14;4;77;3.4;4629;70
5630;Red Dragon;289765;6.4;183;125;58;68;5.9;35;19;16;54;3.4;39977;74
5631;Between Strangers;289668;4.3;8;2;6;25;0;2;0;2;0;3.3;164;52
5632;Bloody Sunday;280491;7.9;102;94;8;92;8.2;30;28;2;93;4;2812;89
5633;Heaven;246677;6.7;86;63;23;73;6.4;25;17;8;68;3.7;3048;77
5634;Pipe Dream;164810;6.4;18;13;5;72;6.6;7;5;2;71;2.8;194;26
5635;The Man from Elysian Fields;265307;5.9;70;36;34;51;5.6;25;11;14;44;3.3;426;54
5636;Welcome to Collinwood;271259;5.9;64;34;30;53;6;22;11;11;50;3.2;1767;54
5637;Flirting with Disaster;116324;7.4;42;36;6;85;8.5;6;6;0;100;3.3;2127;65
5638;Mosura tai Gojira;58379;6.7;9;8;1;88;0;0;0;0;0;0;0;0
5639;Gojira-Minira-Gabara: Oru kaijû daishingeki;64373;4.8;6;2;4;33;0;1;0;1;0;2.7;774;30
5640;Godzilla, King of the Monsters!;197521;6.9;20;16;4;80;0;3;2;1;66;3.6;2215;73
5641;Modern Times;27977;8.9;47;47;0;100;8.2;11;11;0;100;4.2;9563;95
5642;The Onion Field;79668;8.2;5;5;0;100;0;0;0;0;0;0;0;0
5643;Powaqqatsi;95895;6.8;8;5;3;62;0;1;0;1;0;3.9;1251;83
5644;The Pride of the Yankees;35211;7.4;20;18;2;90;0;3;3;0;100;3.9;1471;88
5645;Texasville;103069;5.6;21;12;9;57;4.5;5;2;3;40;2.9;302;45
5646;Dangerous Liaisons;94947;7.7;27;25;2;92;6.5;6;5;1;83;3.7;11359;84
5647;Ernest Goes to Africa;119068;0;0;0;0;0;0;0;0;0;0;0;0;0
5648;Ernest in the Army;129908;3;6;1;5;16;0;0;0;0;0;0;0;0
5649;Dracula;51554;7.5;27;24;3;88;0;3;2;1;66;3.6;3118;73
5650;The Adventures of Bob & Doug McKenzie: Strange Brew;86373;6.5;20;14;6;70;0;1;0;1;0;3.4;4156;80
5651;The Incredible Mr. Limpet;58230;5.3;7;3;4;42;0;0;0;0;0;0;0;0
5652;Claire of the Moon;103977;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
5653;Sukiyaki Western Django;906665;5.7;49;28;21;57;5.2;10;4;6;40;3.4;5732;59
5654;Django 2: il grande ritorno;93113;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
5655;The Fan;116277;4.8;25;10;15;40;5.3;5;2;3;40;2.8;5593;37
5656;Festival in Cannes;273607;6.1;54;35;19;64;6;20;12;8;60;2.8;203;32
5657;Flashback;99581;4.9;13;5;8;38;0;1;1;0;100;3;804;54
5658;Hanky Panky;84049;4.8;8;3;5;37;0;0;0;0;0;0;0;0
5659;The Rocking Horse Winner;42898;7.7;6;5;1;83;0;0;0;0;0;0;0;0
5660;Seance on a Wet Afternoon;58557;7.2;9;7;2;77;0;0;0;0;0;0;0;0
5661;Shamus;70680;5;7;3;4;42;0;1;0;1;0;3;301;34
5662;The Wrong Guy;120536;0;3;0;3;0;0;1;0;1;0;3.6;826;81
5663;Eight Below;397313;6.5;139;99;40;71;6.1;31;16;15;51;3.4;27593;80
5664;Brown Sugar;297037;6.2;84;54;30;64;6.5;28;20;8;71;3.8;11172;88
5665;Knockaround Guys;211465;4.3;97;19;78;19;4.2;25;4;21;16;3.1;4913;58
5666;The Rules of Attraction;292644;5.3;134;59;75;44;4.9;27;9;18;33;3.2;10253;71
5667;Tuck Everlasting;283084;6.3;114;69;45;60;6.2;28;16;12;57;3.3;22077;66
5668;White Oleander;283139;6.5;131;91;40;69;6;31;18;13;58;3.5;9063;79
5669;Bowling for Columbine;310793;8.2;160;154;6;96;7.7;30;28;2;93;3.5;24080;81
5670;Comedian;328962;6.8;88;67;21;76;6.9;27;22;5;81;3.4;1389;66
5671;Le bossu;118756;7;30;26;4;86;7;14;12;2;85;3.7;406;70
5672;Pokémon 4Ever;313487;3.5;36;5;31;13;3.1;16;1;15;6;3.2;4367;58
5673;Punch-Drunk Love;272338;7.4;179;141;38;78;7.4;36;29;7;80;3.2;24379;72
5675;Swept Away;291502;2.8;77;4;73;5;3;28;4;24;14;2.2;2205;28
5676;The Young Unknowns;186719;4;28;3;25;10;4;12;2;10;16;2.6;115;33
5677;Abandon;267248;4.3;109;18;91;16;4.1;26;6;20;23;2.7;2670;37
5678;The 51st State;227984;4.3;101;26;75;25;3.9;27;5;22;18;3.1;5566;61
5679;The Ring;298130;6.6;169;120;49;71;6.3;32;18;14;56;3;146246;50
5680;Auto Focus;298744;6.7;155;112;43;72;6.9;37;28;9;75;3.2;1283;56
5681;La faute à Fidel!;792966;7.4;43;40;3;93;7.8;12;11;1;91;4.1;2344;90
5682;The Grey Zone;252480;7;80;55;25;68;6.7;26;17;9;65;3.5;1987;71
5683;Hansel & Gretel;293832;3.2;5;0;5;0;0;3;0;3;0;3.1;1129;50
5684;Naqoyqatsi;145937;5.8;52;25;27;48;5.8;16;9;7;56;3.7;1161;74
5685;Real Women Have Curves;296166;6.8;82;68;14;82;7.2;23;21;2;91;3.6;2864;73
5686;Russkiy kovcheg;318034;7.8;93;82;11;88;8.3;24;22;2;91;3.9;2668;80
5687;Goyangileul butaghae;296658;6.8;27;22;5;81;6.5;8;5;3;62;3.7;622;80
5688;Tully;212604;6.9;52;42;10;80;6.8;20;16;4;80;3.6;374;78
5689;Billy Bathgate;101453;5.2;18;9;9;50;0;2;0;2;0;2.8;1397;32
5690;Hotaru no haka;95327;8.9;22;20;2;90;0;2;2;0;100;4.3;17989;93
5691;Jason Goes to Hell: The Final Friday;107254;4.1;15;4;11;26;0;2;0;2;0;2.8;9066;47
5692;The Mechanic;68931;0;3;1;2;33;0;1;0;1;0;3.5;913;70
5693;Saturday Night Fever;76666;7.4;38;34;4;89;0;4;3;1;75;3.1;13427;67
5694;Stay Alive;441796;3;57;5;52;8;2.8;14;1;13;7;3.3;40388;60
5695;To the Devil a Daughter;75334;4;6;1;5;16;0;1;0;1;0;3.1;703;44
5696;Urban Cowboy;81696;6.5;13;10;3;76;0;0;0;0;0;0;0;0
5697;Terror Train;81617;4.6;9;3;6;33;0;1;0;1;0;2.9;1162;40
5698;Times Square;81635;0;4;1;3;25;0;1;0;1;0;3.6;569;66
5699;Tom Horn;80031;0;4;4;0;100;0;0;0;0;0;0;0;0
5700;L'uomo puma;81693;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
5701;Up the Academy;81695;0;4;0;4;0;0;1;0;1;0;3.2;244;51
5702;When Time Ran Out...;81747;0;4;0;4;0;0;0;0;0;0;0;0;0
5703;Wholly Moses!;81751;0;0;0;0;0;0;0;0;0;0;0;0;0
5705;Xanadu;81777;4.5;22;9;13;40;0;2;1;1;50;3;3569;60
5706;...All the Marbles;81964;0;0;0;0;0;0;0;0;0;0;0;0;0
5707;Absence of Malice;81974;6.6;22;19;3;86;6.6;5;4;1;80;3.3;1000;55
5708;All Night Long;54614;0;0;0;0;0;0;0;0;0;0;0;0;0
5709;The Moguls;405163;3.9;24;4;20;16;0;4;1;3;25;3;8866;46
5710;Banana Joe;82045;0;0;0;0;0;0;0;0;0;0;0;0;0
5711;Die bleierne Zeit;82081;0;1;1;0;100;0;0;0;0;0;0;0;0
5712;Blow Out;82085;7.5;36;32;4;88;7.1;5;4;1;80;3.6;2727;74
5714;Buddy;118787;5.4;19;5;14;26;6.2;6;2;4;33;2.8;1106;37
5715;Burn After Reading;887883;6.8;217;169;48;77;6.2;42;26;16;61;3.4;71248;64
5716;The Butterfly Effect;289879;4.8;166;55;111;33;3.8;34;6;28;17;3.6;109956;81
5717;Cannibal ferox;82700;0;3;0;3;0;0;0;0;0;0;0;0;0
5718;Carbon Copy;82138;0;1;0;1;0;0;0;0;0;0;0;0;0
5719;Charlie Chan and the Curse of the Dragon Queen;82159;5.5;5;2;3;40;0;0;0;0;0;0;0;0
5720;Chi trova un amico, trova un tesoro;85327;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
5721;The Chosen;82175;5.6;9;7;2;77;0;2;2;0;100;3.8;256;78
5722;The Goat;12224;0;0;0;0;0;0;0;0;0;0;0;0;0
5723;Continental Divide;82200;6.2;9;7;2;77;0;2;1;1;50;3;537;48
5724;The Creature Wasn't Nice;82213;0;0;0;0;0;0;0;0;0;0;0;0;0
5725;Czlowiek z zelaza;82222;0;1;1;0;100;0;0;0;0;0;0;0;0
5726;Dead & Buried;82242;6.2;11;8;3;72;0;0;0;0;0;0;0;0
5727;Deadly Blessing;82245;4.4;5;1;4;20;0;0;0;0;0;0;0;0
5728;Death Hunt;82247;0;3;1;2;33;0;1;0;1;0;3.5;872;71
5729;Endless Love;82329;3.9;13;3;10;23;0;3;0;3;0;0;0;0
5730;Enter the Ninja;82332;0;1;0;1;0;0;0;0;0;0;0;0;0
5731;The Entity;82334;0;2;2;0;100;0;0;0;0;0;0;0;0
5732;Eye of the Needle;82351;6.5;13;11;2;84;0;1;1;0;100;3.4;963;61
5733;Eyewitness;66420;0;0;0;0;0;0;0;0;0;0;0;0;0
5734;Faces of Death II;85518;0;0;0;0;0;0;0;0;0;0;0;0;0
5735;Faces of Death;77533;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
5736;Faces of Death III;121261;0;0;0;0;0;0;0;0;0;0;0;0;0
5737;Faces of Death IV;121262;0;0;0;0;0;0;0;0;0;0;0;0;0
5738;Faces of Death V;160303;0;0;0;0;0;0;0;0;0;0;0;0;0
5739;Faces of Death VI;223250;0;0;0;0;0;0;0;0;0;0;0;0;0
5740;Faces of Death: Fact or Fiction?;223251;2.6;11;2;9;18;0;0;0;0;0;0;0;0
5741;La femme d'à côté;82370;7.7;10;9;1;90;0;3;3;0;100;3.8;931;80
5742;First Monday in October;82382;0;4;1;3;25;0;0;0;0;0;0;0;0
5743;Fort Apache the Bronx;82402;6.6;11;9;2;81;0;1;0;1;0;3.2;1172;57
5744;Four Friends;82404;6.9;7;5;2;71;0;1;1;0;100;3.6;291;69
5745;Händler der vier Jahreszeiten;67227;7.9;12;11;1;91;0;2;1;1;50;0;0;0
5746;Galaxy of Terror;82431;5.1;10;4;6;40;0;0;0;0;0;0;0;0
5747;Gallipoli;82432;7.4;21;18;3;85;0;2;1;1;50;3.6;5646;77
5748;Zork: Grand Inquisitor;132641;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
5749;Sien nui yau wan;93978;7.8;8;6;2;75;0;0;0;0;0;0;0;0
5750;Going Ape!;82457;0;0;0;0;0;0;0;0;0;0;0;0;0
5751;Goodbye Pork Pie;82464;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
5752;Gregory's Girl;82477;7.7;13;12;1;92;0;4;4;0;100;3.7;1117;79
5753;Göta kanal eller Vem drog ur proppen?;82490;0;0;0;0;0;0;0;0;0;0;0;0;0
5754;Cool Hand Luke;61512;8.8;44;44;0;100;8.5;6;6;0;100;4.1;17521;93
5755;Happy Birthday to Me;82498;5.2;8;2;6;25;0;0;0;0;0;0;0;0
5756;Heartbeeps;82507;1.6;5;0;5;0;0;0;0;0;0;0;0;0
5759;Ladies and Gentlemen, the Fabulous Stains;82639;0;0;0;0;0;0;0;0;0;0;0;0;0
5760;Lady Chatterley's Lover;82640;0;0;0;0;0;0;0;0;0;0;0;0;0
5761;The Legend of the Lone Ranger;82648;0;0;0;0;0;0;0;0;0;0;0;0;0
5762;Lili Marleen;82661;5.8;5;2;3;40;0;3;1;2;33;3.8;317;79
5763;Lola;82671;8.1;6;6;0;100;0;1;1;0;100;3.9;529;82
5764;Looker;82677;4.4;17;5;12;29;0;2;0;2;0;3.2;1109;50
